Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Learning_Disabilities,Exam_Score
0.5049415064154527,0.34837540699138664,-1.5621457376183063,1.2885735018478053,-1.2146847218098513,-0.01979557715729433,-0.14379992882668732,-1.3028660130750522,0.28582535964256256,-1.213934457288018,-1.060721191718906,-0.3272327975635401,1.0705500869932574,0.03141133078780467,-0.3428666069316897,67
-0.16282241129609587,-1.3837360532878724,-1.5621457376183063,-0.14348791559684546,-1.2146847218098513,0.6613991013752177,-1.1161102955380136,-1.3028660130750522,0.28582535964256256,0.41145108517868284,0.285970759412303,-0.3272327975635401,-1.5755869967195941,1.0011994733813825,-0.3428666069316897,61
0.6718824858433398,1.5608534291868679,-0.12426653889384978,-0.14348791559684546,0.8232588934765094,-0.01979557715729433,1.1063133998021608,0.13444167575227622,0.28582535964256256,0.41145108517868284,0.285970759412303,-0.3272327975635401,-0.2525184548631684,1.0011994733813825,-0.3428666069316897,74
1.5065873829827754,0.7814032720612014,-1.5621457376183063,-0.14348791559684546,0.8232588934765094,0.6613991013752177,1.5924685831578238,0.13444167575227622,0.28582535964256256,-0.40124168605466753,0.285970759412303,-0.3272327975635401,-1.5755869967195941,1.0011994733813825,-0.3428666069316897,71
-0.16282241129609587,1.0412199911030902,-0.12426653889384978,-0.14348791559684546,0.8232588934765094,-0.7009902556898064,-0.6994058526617309,0.13444167575227622,0.28582535964256256,1.2241438564120333,0.285970759412303,1.3487571973994905,-0.2525184548631684,1.0011994733813825,-0.3428666069316897,70
-0.16282241129609587,0.6947976990472384,-0.12426653889384978,-0.14348791559684546,0.8232588934765094,0.6613991013752177,0.9674119188433998,0.13444167575227622,0.28582535964256256,1.2241438564120333,0.285970759412303,-0.3272327975635401,1.0705500869932574,0.03141133078780467,-0.3428666069316897,71
1.5065873829827754,0.34837540699138664,-0.12426653889384978,-1.5755493330414962,0.8232588934765094,-0.01979557715729433,-0.4910536312235896,-1.3028660130750522,0.28582535964256256,-0.40124168605466753,-1.060721191718906,-0.3272327975635401,-0.2525184548631684,-0.938376811805773,-0.3428666069316897,67
0.8388234652712269,-0.1712580310923911,-1.5621457376183063,1.2885735018478053,0.8232588934765094,-0.7009902556898064,-1.7411669598524377,0.13444167575227622,0.28582535964256256,-0.40124168605466753,1.6326627105435119,1.3487571973994905,-1.5755869967195941,-0.938376811805773,-0.3428666069316897,66
-0.49670437015187013,1.2144311371310161,-0.12426653889384978,1.2885735018478053,-1.2146847218098513,-0.7009902556898064,0.3423552545289758,1.5717493645796048,0.28582535964256256,-1.213934457288018,0.285970759412303,-2.0032227925265707,-0.2525184548631684,-1.9081649543993509,-0.3428666069316897,69
0.5049415064154527,1.5608534291868679,-0.12426653889384978,-0.14348791559684546,0.8232588934765094,0.6613991013752177,-0.2827014097854482,0.13444167575227622,0.28582535964256256,-1.213934457288018,1.6326627105435119,1.3487571973994905,1.0705500869932574,1.9709876159749602,-0.3428666069316897,72
